Key,Source,Context,Changes,English
perkMiner69rRank6Desc,,, ,Miner 69'er
perkMiner69rRank6BWLongDesc,,, ,Tools deal 60% more entity damage. Tools deal 180% more block damage. Attack 35% faster. Stamina costs are reduced by 70%. 12% more chance of finding harvesting tools and parts in loot.
perkMiner69rRank7Desc,,, ,Miner 69'er
perkMiner69rRank7BWLongDesc,,, ,Tools deal 70% more entity damage. Tools deal 210% more block damage. Attack 40% faster. Stamina costs are reduced by 80%. 14% more chance of finding harvesting tools and parts in loot.
perkMiner69rRank8Desc,,, ,Miner 69'er
perkMiner69rRank8BWLongDesc,,, ,Tools deal 80% more entity damage. Tools deal 240% more block damage. Attack 45% faster. Stamina costs are reduced by 90%. 16% more chance of finding harvesting tools and parts in loot.
perkMiner69rRank9Desc,,, ,Miner 69'er
perkMiner69rRank9BWLongDesc,,, ,Tools deal 90% more entity damage. Tools deal 270% more block damage. Attack 50% faster. Stamina costs are reduced by 100%. 18% more chance of finding harvesting tools and parts in loot.
perkMiner69rRank10Desc,,, ,Miner 69'er
perkMiner69rRank10BWLongDesc,,, ,Tools deal 100% more entity damage. Tools deal 300% more block damage. Attack 55% faster. Stamina costs are reduced by 110%. 20% more chance of finding harvesting tools and parts in loot.
perkMotherLodeRank1BWLongDesc,,, ,Harvest 20% more from ore/stone/terrain blocks and trees with any axe/pickaxe/shovel/chainsaw/auger. -10% exp gain from mining. Find rare gems while mining minerals. Effect doubles with Lucky Strike perk book.
perkMotherLodeRank2BWLongDesc,,, ,Harvest 40% more from ore/stone/terrain blocks and trees with any axe/pickaxe/shovel/chainsaw/auger. -20% exp gain from mining. Find rare gems while mining minerals. Effect doubles with Lucky Strike perk book.
perkMotherLodeRank3BWLongDesc,,, ,Harvest 60% more ore/stone/terrain blocks and trees with any axe/pickaxe/shovel/chainsaw/auger. -30% exp gain from mining. Find rare gems while mining minerals. Effect doubles with Lucky Strike perk book.
perkMotherLodeRank4BWLongDesc,,, ,Harvest 80% more ore/stone/terrain blocks and trees with any axe/pickaxe/shovel/chainsaw/auger. -35% exp gain from mining. Find rare gems while mining minerals. Effect doubles with Lucky Strike perk book.
perkMotherLodeRank5BWLongDesc,,, ,Harvest 100% more ore/stone/terrain blocks and trees with any axe/pickaxe/shovel/chainsaw/auger. -40% exp gain from mining. Find rare gems while mining minerals. Effect doubles with Lucky Strike perk book.
perkMotherLodeRank6Desc,,, ,Mother Lode
perkMotherLodeRank6BWLongDesc,,, ,Rank 6 bonuses: HarvestCount +120%.
perkMotherLodeRank7Desc,,, ,Mother Lode
perkMotherLodeRank7BWLongDesc,,, ,Rank 7 bonuses: HarvestCount +140%.
perkMotherLodeRank8Desc,,, ,Mother Lode
perkMotherLodeRank8BWLongDesc,,, ,Rank 8 bonuses: HarvestCount +160%.
perkMotherLodeRank9Desc,,, ,Mother Lode
perkMotherLodeRank9BWLongDesc,,, ,Rank 9 bonuses: HarvestCount +180%.
perkMotherLodeRank10Desc,,, ,Mother Lode
perkMotherLodeRank10BWLongDesc,,, ,Rank 10 bonuses: HarvestCount +200%.
perkPackMuleRank1BWLongDesc,,, ,"Unlock 3 more inventory slots,gain 10% stamina regeneration and 5% run/walk speed. Pocket mods now provide 1 time the amount of their base slots. Base slots stack with the bonus ones. Your backpack has 5% chance to block 100% of incoming damage when hit. (Does not prevent being set on fire by feral burnt zombies,applies to all levels)"
perkPackMuleRank2BWLongDesc,,, ,"Unlock 6 more inventory slots,gain 10% stamina regeneration and 9% run/walk speed. Pocket mods now provide 2 times the amount of their base slots. Base slots stack with the bonus ones. Your backpack has 10% chance to block 100% of incoming damage when hit."
perkPackMuleRank3BWLongDesc,,, ,"Unlock 10 more inventory slots,gain 10% stamina regeneration and 12% run/walk speed. Pocket mods now provide 3 times the amount of their base slots. Base slots stack with the bonus ones. Your backpack has 15% chance to block 100% of incoming damage when hit."
perkPackMuleRank4BWLongDesc,,, ,"Unlock 14 more inventory slots,gain 10% stamina regeneration and 16% run/walk speed. Pocket mods now provide 4 times the amount of their base slots. Base slots stack with the bonus ones. Your backpack has 20% chance to block 100% of incoming damage when hit."
perkPackMuleRank5BWLongDesc,,, ,"Unlock 18 more inventory slots,gain 10% stamina regeneration and 20% Run/walk speed. Pocket mods now provide 5 times the amount of their base slots. Base slots stack with the bonus ones. Your backpack has 25% chance to block 100% of incoming damage when hit."
perkPackMuleRank6Desc,,, ,Pack Mule
perkPackMuleRank6BWLongDesc,,, ,"Rank 6 bonuses: RunSpeed +24%,WalkSpeed +24%."
perkPackMuleRank7Desc,,, ,Pack Mule
perkPackMuleRank7BWLongDesc,,, ,"Rank 7 bonuses: RunSpeed +27%,WalkSpeed +27%."
perkPackMuleRank8Desc,,, ,Pack Mule
perkPackMuleRank8BWLongDesc,,, ,"Rank 8 bonuses: RunSpeed +31%,WalkSpeed +31%."
perkPackMuleRank9Desc,,, ,Pack Mule
perkPackMuleRank9BWLongDesc,,, ,"Rank 9 bonuses: RunSpeed +35%,WalkSpeed +35%."
perkPackMuleRank10Desc,,, ,Pack Mule
perkPackMuleRank10BWLongDesc,,, ,"Rank 10 bonuses: RunSpeed +39%,WalkSpeed +39%."
perkPainToleranceRank1BWLongDesc,,, ,Gain 5% damage resistance and 20% chance to not get stunned. Have 5% less chance of breaking your limbs and a 10% less chance of spraining them.
perkPainToleranceRank2BWLongDesc,,, ,Gain 10% damage resistance and 40% chance to not get stunned. Have 10% less chance of breaking your limbs and a 20% less chance of spraining them.
perkPainToleranceRank3BWLongDesc,,, ,Gain 15% damage resistance and 60% chance to not get stunned. Have 15% less chance of breaking your limbs and a 30% less chance of spraining them.
perkPainToleranceRank4BWLongDesc,,, ,Gain 20% damage resistance and 80% chance to not get stunned. Have 20% less chance of breaking your limbs and a 40% less chance of spraining them.
perkPainToleranceRank5BWLongDesc,,, ,Gain 25% damage resistance and 100% chance to not get stunned. Have 25% less chance of breaking your limbs and a 50% less chance of spraining them.
perkPainToleranceRank6Desc,,, ,Iron Chin
perkPainToleranceRank6BWLongDesc,,, ,"Rank 6 bonuses: BuffResistance +1.2,BuffResistance +0.3,BuffResistance +0.6,GeneralDamageResist +0.3."
perkPainToleranceRank7Desc,,, ,Iron Chin
perkPainToleranceRank7BWLongDesc,,, ,"Rank 7 bonuses: BuffResistance +1.4,BuffResistance +0.35,BuffResistance +0.7,GeneralDamageResist +0.35."
perkPainToleranceRank8Desc,,, ,Iron Chin
perkPainToleranceRank8BWLongDesc,,, ,"Rank 8 bonuses: BuffResistance +1.6,BuffResistance +0.4,BuffResistance +0.8,GeneralDamageResist +0.4."
perkPainToleranceRank9Desc,,, ,Iron Chin
perkPainToleranceRank9BWLongDesc,,, ,"Rank 9 bonuses: BuffResistance +1.8,BuffResistance +0.45,BuffResistance +0.9,GeneralDamageResist +0.45."
perkPainToleranceRank10Desc,,, ,Iron Chin
perkPainToleranceRank10BWLongDesc,,, ,"Rank 10 bonuses: BuffResistance +2,BuffResistance +0.5,BuffResistance +1,GeneralDamageResist +0.5."
perkParkourRank1BWLongDesc,,, ,"You can do a few moves but mostly you are just used to falling on your face. Increase safe fall distance by one meter and reduce stamina cost of jumping by 10%. When jumping,gain 50% melee damage increase for 1 second. When jumping from an unsafe height,gain 20% chance of taking no fall damage when landing."
perkParkourRank2BWLongDesc,,, ,"You've pulled off some stunts,but sometimes your hospital bills are larger than your paycheck. Reduce stamina cost of jumping by 20%. Increase safe fall distance by 2 meters and jump 1 meter higher. When jumping,gain 50% melee damage increase for 2 seconds. When jumping from an unsafe height,gain 40% chance of taking no fall damage when landing."
perkParkourRank3BWLongDesc,,, ,"You're an adrenaline junkie and capable of death defying acts of insanity. Reduce stamina cost of jumping by 30%. Increase safe fall distance by 3 meters and never get a broken leg when falling. When jumping,gain 50% melee damage increase for 3 seconds. When jumping from an unsafe height,gain 60% chance of taking no fall damage when landing."
perkParkourRank4BWLongDesc,,, ,"If it's vertical,it's just another path. Reduce stamina cost of jumping by 40%. Increase safe fall distance by 4 meters,can jump 2 meters higher,and never get a sprained or broken leg when falling. When jumping,gain 50% melee damage increase for 4 seconds. When jumping from an unsafe height,gain 80% chance of taking no fall damage when landing. Jump much lower when crouching so to easily sneak into windows and such. Urban combat volume 4. removes this effect."
perkParkourRank5BWLongDesc,,, ,"You are now a parkour master and can navigate difficult situations easily. You never take fall damage and can jump 2.5 meters higher. When jumping,gain 50% melee damage increase for 5 seconds. Jump much lower when crouching so to easily sneak into windows and such. Urban combat volume 4. removes this effect."
perkParkourRank6Desc,,, ,Parkour Master
perkParkourRank6BWLongDesc,,, ,Stamina costs are reduced by 60%.
perkParkourRank7Desc,,, ,Parkour Master
perkParkourRank7BWLongDesc,,, ,Stamina costs are reduced by 70%.
perkParkourRank8Desc,,, ,Parkour Master
perkParkourRank8BWLongDesc,,, ,Stamina costs are reduced by 80%.
perkParkourRank9Desc,,, ,Parkour Master
perkParkourRank9BWLongDesc,,, ,Stamina costs are reduced by 90%.
perkParkourRank10Desc,,, ,Parkour Master
perkParkourRank10BWLongDesc,,, ,Stamina costs are reduced by 100%.
perkPenetratorRank4BWLongDesc,,, ,Ignore 40% of armor with firearms and archery. Ignore 75% of armor with anything that has Target Armor reduction. Armor-piercing rounds can penetrate three additional targets or a block of up to 1000 hit points when using Hunting/Lever Action/Sniper Rifles. All ammo types except breaching slugs now deal minimal damage to blocks aside for wood/doors/safes. All ammo types can now penetrate 1 extra target. Sniper rifles regular and HP ammo will gain the same target penetrations amount as the AP ammo. Doesn't apply to arrows or bolts.
perkPenetratorRank5BWLongDesc,,, ,Ignore 50% of armor with firearms and archery. Ignore 100% of armor with anything that has Target Armor reduction. Armor-piercing rounds can penetrate three additional targets or a block of up to 1000 hit points when using Hunting/Lever Action/Sniper Rifles. All ammo types except breaching slugs now deal minimal damage to blocks aside for wood/doors/safes. All ammo types can now penetrate 2 extra targets. Sniper rifles regular and HP ammo will gain the same target penetrations amount as the AP ammo. Doesn't apply to arrows or bolts.
perkPenetratorRank6Desc,,, ,The Penetrator
perkPenetratorRank6BWLongDesc,,, ,Rank 6 bonuses: EntityPenetrationCount +5%.
perkPenetratorRank7Desc,,, ,The Penetrator
perkPenetratorRank7BWLongDesc,,, ,Rank 7 bonuses: EntityPenetrationCount +6%.
perkPenetratorRank8Desc,,, ,The Penetrator
perkPenetratorRank8BWLongDesc,,, ,Rank 8 bonuses: EntityPenetrationCount +7%.
perkPenetratorRank9Desc,,, ,The Penetrator
perkPenetratorRank9BWLongDesc,,, ,Rank 9 bonuses: EntityPenetrationCount +8%.
perkPenetratorRank10Desc,,, ,The Penetrator
perkPenetratorRank10BWLongDesc,,, ,Rank 10 bonuses: EntityPenetrationCount +9%.
perkPerceptionMasteryRank1BWLongDesc,,, ,"Harvest dukes and cash from cushioned seatings,beds,shopping baskets,shopping carts,car seats,suitcases,and clothing piles. Dismembering any limb off of an enemy with spears,salvaging tools,explosives or sniper rifles will cause them to bleed heavily,up to a maximum of 100 stacks."
perkPerceptionMasteryRank2BWLongDesc,,, ,"Harvest steel from cars,gun safes,and shopping carts. Salvaging tools deal 50% more damage with normal attacks,and 100% more damage with power attacks to both enemies and blocks. When harvesting a block with a salvage tool,have a 10% chance of finding silver or gold."
perkPerceptionMasteryRank3BWLongDesc,,, ,"Your attacks with spears,salvaging tools and sniper rifles will cause enemies to bleed,up to a maximum of 25 stacks. Explosives will cause enemies to bleed heavily,up to a maximum of 200 stacks."
perkPerceptionMasteryRank4BWLongDesc,,, ,Power attacks while sprinting with Spears will deal 500% more damage and have 500% higher dismember chance. Sniper rifles gain 100% magazine size bonus. Explosives will cripple enemies. Spears gain another 30% bonus range.
perkPerceptionMasteryRank5BWLongDesc,,, ,"Sniper rifles deal 50% more damage as well as an additional 100% headshot bonus damage and have a 50% higher chance of dismember with headshots. The last shot in the chamber will deal 1000% bonus damage,while the last 5 shots in the chamber will penetrate up to 20 enemies,stacks with penetrator perk. Spears gain the ability to penetrate through 10 more enemies."
perkPerceptionMasteryRank6Desc,,, ,Long shot
perkPerceptionMasteryRank6BWLongDesc,,, ,This perk deal 50% more entity damage.
perkPerceptionMasteryRank7Desc,,, ,Long shot
perkPerceptionMasteryRank7BWLongDesc,,, ,This perk deal 50% more entity damage.
perkPerceptionMasteryRank8Desc,,, ,Long shot
perkPerceptionMasteryRank8BWLongDesc,,, ,This perk deal 50% more entity damage.
perkPerceptionMasteryRank9Desc,,, ,Long shot
perkPerceptionMasteryRank9BWLongDesc,,, ,This perk deal 50% more entity damage.
perkPerceptionMasteryRank10Desc,,, ,Long shot
perkPerceptionMasteryRank10BWLongDesc,,, ,This perk deal 50% more entity damage.
perkPhysicianRank1BWLongDesc,,, ,Treated Critical injuries heal 15% faster. Medical healing items heal 25% more health over time. Gain 100% more XP using bandages/first aid bandages/first aid kits/splints/casts. Splints and Casts cure sprains instantly and gain 2% more chance of finding medical items and Medical Journal magazines in loot.
perkPhysicianRank2BWLongDesc,,, ,Treated Critical injuries heal 25% faster. Medical healing items heal 50% more health over time. Gain 200% more XP using bandages/first aid bandages/first aid kits/splints/casts. Craft items in the Chemistry Station 20% faster and gain 4% more chance of finding medical items and Medical Journal magazines in loot.
perkPhysicianRank3BWLongDesc,,, ,Treated Critical injuries heal 50% faster. Medical healing items heal 100% more health over time. Gain 500% more XP using bandages/first aid bandages/first aid kits/splints/casts and gain 6% more chance of finding medical items and Medical Journal magazines in loot. Splints and Casts cure broken limbs instantly. Field medic: I've got you homie! Medkits now also heal 5% infections.
perkPhysicianRank4BWLongDesc,,, ,"Treated Critical injuries heal 75% faster. Medical healing items heal 125% more health over time. Dr. House: You like roasting your friends for getting hit by the zombies,medkits now also instantly cure sprained limbs,heal 10% infections and grant the effects of painkillers(thirst included). Gain an additional 20% chance to dismember enemies with batons. Craft items in the Chemistry Station 40% faster and gain 8% more chance of finding medical items and Medical Journal magazines in loot."
perkPhysicianRank5BWLongDesc,,, ,"Treated Critical injuries heal 90% faster. Medical healing items heal 150% more health over time. Doctor Who: It's bigger on the inside. You carry everything you need in a single first aid crate,even your sonic screwdriver,medkits now also instantly cure sprained and broken limbs,heal 25% infections,and grant the effects of vitamins and painkillers(thirst included). Each blow landed with a stun baton has a 10% chance of dealing 1500 flat damage. Gain 10% more chance of finding medical items and Medical Journal magazines in loot."
perkPhysicianRank6Desc,,, ,Euthanizer
perkPhysicianRank6BWLongDesc,,, ,12% more chance of finding medical items in loot.
perkPhysicianRank7Desc,,, ,Euthanizer
perkPhysicianRank7BWLongDesc,,, ,14% more chance of finding medical items in loot.
perkPhysicianRank8Desc,,, ,Euthanizer
perkPhysicianRank8BWLongDesc,,, ,16% more chance of finding medical items in loot.
perkPhysicianRank9Desc,,, ,Euthanizer
perkPhysicianRank9BWLongDesc,,, ,18% more chance of finding medical items in loot.
perkPhysicianRank10Desc,,, ,Euthanizer
perkPhysicianRank10BWLongDesc,,, ,20% more chance of finding medical items in loot.
perkPredatorArcherName,,, ,Predator Archer
perkPredatorArcherDesc,,, ,"Hybrid archery training gated by both Agility and Perception. Improves bow/crossbow handling,projectile speed,and durability."
perkPredatorArcherRank1Desc,,, ,"Archery: +10% handling,+5% reload/draw speed,+5 projectile velocity,-5% degradation"
perkPredatorArcherRank1LongDesc,,, ,"Requires both Agility and Perception. While using archery weapons: +10% weapon handling,+5% reload/draw speed,+5 projectile velocity,and -5% degradation per use."
perkPredatorArcherRank2Desc,,, ,"Archery: +20% handling,+10% reload/draw speed,+10 projectile velocity,-10% degradation"
perkPredatorArcherRank2LongDesc,,, ,"Requires both Agility and Perception. While using archery weapons: +20% weapon handling,+10% reload/draw speed,+10 projectile velocity,and -10% degradation per use."
perkPredatorArcherRank3Desc,,, ,"Archery: +30% handling,+15% reload/draw speed,+15 projectile velocity,-15% degradation"
perkPredatorArcherRank3LongDesc,,, ,"Requires both Agility and Perception. While using archery weapons: +30% weapon handling,+15% reload/draw speed,+15 projectile velocity,and -15% degradation per use."
perkPredatorArcherRank4Desc,,, ,"Archery: +40% handling,+20% reload/draw speed,+20 projectile velocity,-20% degradation"
perkPredatorArcherRank4LongDesc,,, ,"Requires both Agility and Perception. While using archery weapons: +40% weapon handling,+20% reload/draw speed,+20 projectile velocity,and -20% degradation per use."
perkPredatorArcherRank5Desc,,, ,"Archery: +50% handling,+25% reload/draw speed,+25 projectile velocity,-25% degradation"
perkPredatorArcherRank5LongDesc,,, ,"Requires both Agility and Perception. While using archery weapons: +50% weapon handling,+25% reload/draw speed,+25 projectile velocity,and -25% degradation per use."
perkPredatorArcherRank6Desc,,, ,"Archery: +50% handling,+25% reload/draw speed,+25 projectile velocity,-25% degradation"
perkPredatorArcherRank6BWLongDesc,,, ,This perk degrade 25% less. Reload 25% faster. Aim 50% faster.
perkPredatorArcherRank7Desc,,, ,"Archery: +50% handling,+25% reload/draw speed,+25 projectile velocity,-25% degradation"
perkPredatorArcherRank7BWLongDesc,,, ,This perk degrade 25% less. Reload 25% faster. Aim 50% faster.
perkPredatorArcherRank8Desc,,, ,"Archery: +50% handling,+25% reload/draw speed,+25 projectile velocity,-25% degradation"
perkPredatorArcherRank8BWLongDesc,,, ,This perk degrade 25% less. Reload 25% faster. Aim 50% faster.
perkPredatorArcherRank9Desc,,, ,"Archery: +50% handling,+25% reload/draw speed,+25 projectile velocity,-25% degradation"
perkPredatorArcherRank9BWLongDesc,,, ,This perk degrade 25% less. Reload 25% faster. Aim 50% faster.
perkPredatorArcherRank10Desc,,, ,"Archery: +50% handling,+25% reload/draw speed,+25 projectile velocity,-25% degradation"
perkPredatorArcherRank10BWLongDesc,,, ,This perk degrade 25% less. Reload 25% faster. Aim 50% faster.
perkPummelPeteRank1BWLongDesc,,, ,Clubs deal 10% more damage as well as degrading 10% less. Attacks do 40% more damage to stunned enemies and power attacks have a 60% chance to knock foes down. Stamina costs are reduced by 20% for both attacks. Killing blows grant 10 stamina. 2% more chance of finding clubs/parts/Big Hitters magazines/Batter Up! perk books in loot.
perkPummelPeteRank2BWLongDesc,,, ,Clubs deal 20% more damage as well as degrading 15% less. Attacks do 80% more damage to stunned enemies and power attacks have a 70% chance to knock foes down. Stamina costs are reduced by 30% for both attacks. Killing blows grant 15 stamina. 4% more chance of finding clubs/parts/Big Hitters magazines/Batter Up! perk books in loot.
perkPummelPeteRank3BWLongDesc,,, ,Clubs deal 30% more damage as well as degrading 20% less. Attacks do 120% more damage to stunned enemies and power attacks have a 80% chance to knock foes down. Stamina costs are reduced by 40% for both attacks. Killing blows grant 20 stamina. Landing 5 successive hits in a short time causes the last blow to do 100% extra damage. 6% more chance of finding clubs/parts/Big Hitters magazines/Batter Up! perk books in loot.
perkPummelPeteRank4BWLongDesc,,, ,Clubs deal 40% more damage as well as degrading 25% less. Attacks do 160% more damage to stunned enemies and power attacks have a 90% chance to knock foes down. Stamina costs are reduced by 50% for both attacks. Killing blows grant 30 stamina. 4 successive hits in a short time causes the last blow to do 100% extra damage. 8% more chance of finding clubs/parts/Big Hitters magazines/Batter Up! perk books in loot.
perkPummelPeteRank5BWLongDesc,,, ,Clubs deal 50% more damage as well as degrading 30% less. Attacks do 200% more damage to stunned enemies and power attacks have a 100% chance to knock foes back down. Stamina costs are reduced by 60% for both attacks. Killing blows grant 40 stamina. 3 successive hits in a short time causes the last blow to do 100% extra damage. 10% more chance of finding clubs/parts/Big Hitters magazines/Batter Up! perk books in loot.
perkPummelPeteRank6Desc,,, ,Pummel Pete
perkPummelPeteRank6BWLongDesc,,, ,Clubs deal 60% more entity damage. Clubs deal 120% more block damage. Clubs degrade 35% less. Stamina costs are reduced by 70%. 12% more chance of finding clubs and parts in loot.
perkPummelPeteRank7Desc,,, ,Pummel Pete
perkPummelPeteRank7BWLongDesc,,, ,Clubs deal 70% more entity damage. Clubs deal 140% more block damage. Clubs degrade 40% less. Stamina costs are reduced by 80%. 14% more chance of finding clubs and parts in loot.
perkPummelPeteRank8Desc,,, ,Pummel Pete
perkPummelPeteRank8BWLongDesc,,, ,Clubs deal 80% more entity damage. Clubs deal 160% more block damage. Clubs degrade 45% less. Stamina costs are reduced by 90%. 16% more chance of finding clubs and parts in loot.
perkPummelPeteRank9Desc,,, ,Pummel Pete
perkPummelPeteRank9BWLongDesc,,, ,Clubs deal 90% more entity damage. Clubs deal 180% more block damage. Clubs degrade 50% less. Stamina costs are reduced by 100%. 18% more chance of finding clubs and parts in loot.
perkPummelPeteRank10Desc,,, ,Pummel Pete
perkPummelPeteRank10BWLongDesc,,, ,Clubs deal 100% more entity damage. Clubs deal 200% more block damage. Clubs degrade 55% less. Stamina costs are reduced by 110%. 20% more chance of finding clubs and parts in loot.
perkRuleOneCardioRank6Desc,,, ,Triathlete
perkRuleOneCardioRank6BWLongDesc,,, ,"Rank 6 bonuses: RunSpeed +30%,StaminaChangeOT +60%,WalkSpeed +35%."
perkRuleOneCardioRank7Desc,,, ,Triathlete
perkRuleOneCardioRank7BWLongDesc,,, ,"Rank 7 bonuses: RunSpeed +35%,StaminaChangeOT +70%,WalkSpeed +40%."
perkRuleOneCardioRank8Desc,,, ,Triathlete
perkRuleOneCardioRank8BWLongDesc,,, ,"Rank 8 bonuses: RunSpeed +40%,StaminaChangeOT +80%,WalkSpeed +45%."
perkRuleOneCardioRank9Desc,,, ,Triathlete
perkRuleOneCardioRank9BWLongDesc,,, ,"Rank 9 bonuses: RunSpeed +45%,StaminaChangeOT +90%,WalkSpeed +50%."
perkRuleOneCardioRank10Desc,,, ,Triathlete
perkRuleOneCardioRank10BWLongDesc,,, ,"Rank 10 bonuses: RunSpeed +50%,StaminaChangeOT +100%,WalkSpeed +55%."
perkRuleOneCardioNameRank1BWLongDesc,,, ,"Gain +10% running stamina regeneration,+10% walk speed,+5% run speed and +10 max stamina."
perkRuleOneCardioNameRank2BWLongDesc,,, ,"Gain +20% running stamina regeneration,+15% walk speed,+10% run speed and +20 max stamina."
perkRuleOneCardioNameRank3BWLongDesc,,, ,"Gain +30% running stamina regeneration,+20% walk speed,+15% run speed and +30 max stamina."
perkRuleOneCardioNameRank4BWLongDesc,,, ,"Gain +40% running stamina regeneration,+25% walk speed,+20% run speed and +40 max stamina"
perkRuleOneCardioNameRank5BWLongDesc,,, ,"Gain +50% running stamina regeneration,+30% walk speed,+25% run speed and +50 max stamina"
perkRunAndGunRank1BWLongDesc,,, ,"Spray and Pray. Aiming is overrated,just shoot first and ask questions later. Accuracy when walking or hipfiring is improved by 10% and movement penalty when reloading is reduced by 60%. When crouching,gain 10% faster movement speed,10% faster spread recovery,10% better hipfire accuracy and 5% better recoil control."
perkRunAndGunRank2BWLongDesc,,, ,"Your twitchy fingers might get you into trouble but have saved your skin on many occasions. Accuracy when walking or hipfiring is improved by 15% and movement penalty when reloading is reduced by 70%. When crouching,gain 20% faster movement speed,15% faster spread recovery,20% better hipfire accuracy and 7.5% better recoil control."
perkRunAndGunRank3BWLongDesc,,, ,"Your gun spits bullets faster than your brain processes targets. Accuracy when walking or hipfiring is improved by 20% and movement penalty when reloading is reduced by 80%. When crouching,gain 30% faster movement speed,20% faster spread recovery,30% better hipfire accuracy and 10% better recoil control."
perkRunAndGunRank4BWLongDesc,,, ,"Reload on the run like a maniac. Accuracy when walking or hipfiring is improved by 25% and movement penalty when reloading is reduced by 90%. When crouching,gain 40% faster movement speed,25% faster spread recovery,40% better hipfire accuracy and 12.5% better recoil control."
perkRunAndGunRank5BWLongDesc,,, ,"You are now a deadly trigger man and have mastered the art of run and gun. Accuracy when walking or hipfiring is improved by 30% and have no movement penalty when reloading. When crouching,gain 50% faster movement speed,30% faster spread recovery,50% better hipfire accuracy and 15% better recoil control."
perkRunAndGunRank6Desc,,, ,Trigger Man
perkRunAndGunRank6BWLongDesc,,, ,"Rank 6 bonuses: SpreadMultiplierHip -35%,SpreadMultiplierWalking -35%."
perkRunAndGunRank7Desc,,, ,Trigger Man
perkRunAndGunRank7BWLongDesc,,, ,"Rank 7 bonuses: SpreadMultiplierHip -40%,SpreadMultiplierWalking -40%."
perkRunAndGunRank8Desc,,, ,Trigger Man
perkRunAndGunRank8BWLongDesc,,, ,"Rank 8 bonuses: SpreadMultiplierHip -45%,SpreadMultiplierWalking -45%."
perkRunAndGunRank9Desc,,, ,Trigger Man
perkRunAndGunRank9BWLongDesc,,, ,"Rank 9 bonuses: SpreadMultiplierHip -50%,SpreadMultiplierWalking -50%."
perkRunAndGunRank10Desc,,, ,Trigger Man
perkRunAndGunRank10BWLongDesc,,, ,"Rank 10 bonuses: SpreadMultiplierHip -55%,SpreadMultiplierWalking -55%."
perkSalvageOperationsRank1BWLongDesc,,, ,Salvage tools deal 10% more damage. Harvest 20% faster and gain up to 20% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 20% for both attacks. 10% faster attack speed with a wrench/ratchet/impact driver and 2% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot. Killing blows with salvaging tools grant 10 stamina.
perkSalvageOperationsRank2BWLongDesc,,, ,Salvage tools deal 20% more damage. Harvest 40% faster and gain up to 40% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 30% for both attacks. 15% faster attack speed with a wrench/ratchet/impact driver and 4% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot. Killing blows with salvaging tools grant 15 stamina.
perkSalvageOperationsRank3BWLongDesc,,, ,Salvage tools deal 30% more damage. Harvest 60% faster and gain up to 60% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 40% for both attacks. 20% faster attack speed with a wrench/ratchet/impact driver and 6% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot. Killing blows with salvaging tools grant 20 stamina.
perkSalvageOperationsRank4BWLongDesc,,, ,Salvage tools deal 40% more damage. Harvest 80% faster and gain up to 80% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 50% for both attacks. 25% faster attack speed with a wrench/ratchet/impact driver and 8% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot. Killing blows with salvaging tools grant 25 stamina.
perkSalvageOperationsRank5BWLongDesc,,, ,Salvage tools deal 50% more damage. Harvest 100% faster and gain up to 100% more resources with a wrench/ratchet/impact driver. Gain 30% faster attack speed with a wrench/ratchet/impact driver and 10% chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot. Killing blows with salvaging tools grant 35 stamina and stamina costs are reduced by 60% for both attacks.
perkSalvageOperationsRank6Desc,,, ,Master Scavenger
perkSalvageOperationsRank6BWLongDesc,,, ,Salvaging deal 60% more entity damage. Salvaging deal 120% more block damage. Stamina costs are reduced by 70%. 12% more chance of finding salvage tools and parts in loot.
perkSalvageOperationsRank7Desc,,, ,Master Scavenger
perkSalvageOperationsRank7BWLongDesc,,, ,Salvaging deal 70% more entity damage. Salvaging deal 140% more block damage. Stamina costs are reduced by 80%. 14% more chance of finding salvage tools and parts in loot.
perkSalvageOperationsRank8Desc,,, ,Master Scavenger
perkSalvageOperationsRank8BWLongDesc,,, ,Salvaging deal 80% more entity damage. Salvaging deal 160% more block damage. Stamina costs are reduced by 90%. 16% more chance of finding salvage tools and parts in loot.
perkSalvageOperationsRank9Desc,,, ,Master Scavenger
perkSalvageOperationsRank9BWLongDesc,,, ,Salvaging deal 90% more entity damage. Salvaging deal 180% more block damage. Stamina costs are reduced by 100%. 18% more chance of finding salvage tools and parts in loot.
perkSalvageOperationsRank10Desc,,, ,Master Scavenger
perkSalvageOperationsRank10BWLongDesc,,, ,Salvaging deal 100% more entity damage. Salvaging deal 200% more block damage. Stamina costs are reduced by 110%. 20% more chance of finding salvage tools and parts in loot.
