Key,File,Type,english
foodSVETGPancakesAndSyrupDesc,,,[DEB887]Fluffy pancakes[-] made in the [8B0000]Asylum's kitchen[-]. The [FFAA00]sweet maple syrup[-] and [AA0000]tender cakes[-] bring [00FF00]breakfast joy[-] to morning routines.\n\n[AAAAAA]Crafted in: Stove[-]
foodSVETGPeanutButter,,,[DEB887]Asylum Peanut Butter[-]
foodSVETGPeanutButterAndJam,,,[DEB887]Asylum PB&J Sandwich[-]
foodSVETGPeanutButterAndJamDesc,,,[DEB887]Classic comfort sandwich[-] made in the [8B0000]Asylum's kitchen[-]. The [FFAA00]perfect combination[-] of [AA0000]creamy and sweet[-] brings [00FF00]childhood joy[-].\n\n[AAAAAA]Crafted in: Cutting Board[-]
foodSVETGPeanutButterDesc,,,[DEB887]Creamy peanut butter[-] made in the [8B0000]Asylum's kitchen[-]. The [FFAA00]rich spread[-] provided [AA0000]protein and comfort[-] to [00FF00]patients and staff[-].\n\n[AAAAAA]Crafted in: Cutting Board[-]
foodSVETGPierogi,,,[F5DEB3]Asylum Pierogi[-]
foodSVETGPierogiDesc,,,[F5DEB3]Polish dumplings[-] made in the [8B0000]Asylum's kitchen[-]. The [FFAA00]tender dough[-] filled with [AA0000]hearty ingredients[-] brings [00FF00]Eastern European comfort[-].\n\n[AAAAAA]Crafted in: Stove[-]
foodSVETGPizza,,,[FF6347]Asylum Pizza[-]
foodSVETGPizzaDesc,,,[FF6347]Hand-tossed pizza[-] baked in the [8B0000]Asylum's oven[-]. The [FFAA00]crispy crust[-] and [AA0000]melted cheese[-] create [00FF00]moments of pure joy[-] amid the darkness.\n\n[AAAAAA]Crafted in: Stove[-]
foodSVETGPotatoSoup,,,[F5DEB3]Asylum Potato Soup[-]
foodSVETGPotatoSoupDesc,,,"[F5DEB3]Creamy, hearty soup[-] prepared in the [8B0000]Asylum's kitchen[-]. The [FFAA00]smooth texture[-] and [AA0000]warming herbs[-] bring [00FF00]sustenance[-] to weary patients.\n\n[AAAAAA]Crafted in: Stove[-]"
foodSVETGProteinBar,,,[8B4513]Asylum Protein Bar[-]
foodSVETGProteinBarDesc,,,[8B4513]High-energy protein bar[-] from the [8B0000]Asylum's gym[-]. The [FFAA00]dense nutrition[-] fueled [AA0000]physical therapy[-] and [00FF00]recovery sessions[-].\n\n[AAAAAA]Found: Looting[-]
foodSVETGRamen,,,[FFD700]Asylum Ramen[-]
foodSVETGRamenDesc,,,[FFD700]Soul-warming noodle soup[-] prepared in the [8B0000]Asylum's kitchen[-]. The [FFAA00]rich broth[-] and [AA0000]tender noodles[-] provide [00FF00]comfort to troubled souls[-].\n\n[AAAAAA]Crafted in: Stove[-]
foodSVETGRawBacon,,,[FF69B4]Asylum Bacon[-]
foodSVETGRawBaconDesc,,,"[FF69B4]Premium bacon[-] from the [8B0000]Asylum's prize pigs[-]. The [AA0000]marbled fat[-] has absorbed [FFAA00]strange energies[-], promising [00FF00]incredible flavor[-] when cooked.\n\n[AAAAAA]Found: Animal Harvesting[-]"
foodSVETGRawBeefGround,,,[8B0000]Ground Asylum Beef[-]
foodSVETGRawBeefGroundDesc,,,[8B0000]Finely ground beef[-] processed in the [AA0000]Asylum's meat grinder[-]. The [FFAA00]perfect consistency[-] makes it ideal for [00FF00]burgers and meatballs[-].\n\n[AAAAAA]Crafted in: Cutting Board[-]
foodSVETGRawBeefStripes,,,[8B0000]Asylum Beef Strips[-]
foodSVETGRawBeefStripesDesc,,,[8B0000]Thinly sliced beef[-] prepared with [AA0000]surgical precision[-] in the [8B0000]Asylum's kitchen[-]. The [FFAA00]dark red meat[-] promises [00FF00]rich flavor[-] when cooked.\n\n[AAAAAA]Crafted in: Cutting Board[-]
foodSVETGRawChicken,,,[FFCCCC]Asylum Chicken[-]
foodSVETGRawChickenDesc,,,"[FFCCCC]Raw chicken[-] from the [8B0000]Asylum's abandoned farm[-]. These birds roamed the [AA0000]cursed grounds[-] before the outbreak, giving their meat a [FFAA00]unique flavor[-].\n\n[AAAAAA]Found: Animal Harvesting[-]"
foodSVETGRawChickenStripes,,,[FFCCCC]Asylum Chicken Strips[-]
foodSVETGRawChickenStripesDesc,,,[FFCCCC]Carefully cut chicken strips[-] prepared in the [8B0000]Asylum's kitchen[-]. Perfect for [FFAA00]quick cooking[-] in the facility's [AA0000]makeshift stoves[-].\n\n[AAAAAA]Crafted in: Cutting Board[-]
foodSVETGRawPasta,,,[FFFF99]Asylum Pasta[-]
foodSVETGRawPastaDesc,,,[FFFF99]Hand-rolled pasta[-] made from [FFAA00]wheat found[-] in the [8B0000]Asylum's storage[-]. The [AA0000]ancient grain[-] has been [00FF00]carefully preserved[-] for decades.\n\n[AAAAAA]Crafted in: Cutting Board[-]
foodSVETGRawPork,,,[FFB6C1]Asylum Pork[-]
foodSVETGRawPorkDesc,,,"[FFB6C1]Raw pork[-] from the [8B0000]Asylum's livestock[-]. These pigs fed on [AA0000]mysterious scraps[-] from the facility, resulting in [FFAA00]unusually tender meat[-].\n\n[AAAAAA]Found: Animal Harvesting[-]"
foodSVETGRawSalmon,,,[FF8C69]Filleted Asylum Salmon[-]
foodSVETGRawSalmonDesc,,,"[FF8C69]Expertly filleted[-] salmon from the [8B0000]Asylum's contaminated waters[-]. The [FFAA00]radioactive glow[-] has been carefully removed, leaving [00FF00]pure, nutritious meat[-].\n\n[AAAAAA]Crafted in: Cutting Board[-]"
foodSVETGRiceNoodles,,,[F5F5DC]Asylum Rice Noodles[-]
foodSVETGRiceNoodlesDesc,,,[F5F5DC]Delicate rice noodles[-] made in the [8B0000]Asylum's kitchen[-]. The [FFAA00]silky texture[-] provides [AA0000]Asian comfort[-] for [00FF00]homesick patients[-].\n\n[AAAAAA]Crafted in: Cutting Board[-]
foodSVETGSashimi,,,[FF8C69]Asylum Sashimi[-]
foodSVETGSashimiDesc,,,[FF8C69]Delicate raw fish[-] prepared in the [8B0000]Asylum's kitchen[-]. The [FFAA00]pristine cuts[-] showcase [AA0000]culinary artistry[-] and [00FF00]Japanese precision[-].\n\n[AAAAAA]Crafted in: Cutting Board[-]
foodSVETGSausage,,,[8B4513]Asylum Sausage[-]
foodSVETGSausageDesc,,,[8B4513]Seasoned sausage[-] prepared in the [8B0000]Asylum's butcher shop[-]. The [FFAA00]spiced meat[-] was crafted with [AA0000]secret recipes[-] passed down by [00FF00]facility cooks[-].\n\n[AAAAAA]Crafted in: Cutting Board[-]
foodSVETGSchnitzel,,,[FFD700]Asylum Schnitzel[-]
foodSVETGSchnitzelDesc,,,[FFD700]Golden-breaded cutlet[-] fried in the [8B0000]Asylum's kitchen[-]. The [FFAA00]crispy coating[-] hides [AA0000]tender meat[-] that brings [00FF00]Austrian comfort[-] to weary patients.\n\n[AAAAAA]Crafted in: Stove[-]
foodSVETGShawarma,,,[D2691E]Asylum Shawarma[-]
foodSVETGShawarmaDesc,,,[D2691E]Spiced meat wrap[-] prepared in the [8B0000]Asylum's kitchen[-]. The [FFAA00]aromatic spices[-] and [AA0000]tender meat[-] transport you to [00FF00]distant lands[-].\n\n[AAAAAA]Crafted in: Stove[-]
foodSVETGSmitesHellSalsa,,,[FF0000]Inferno Salsa[-]
foodSVETGSmitesHellSalsaDesc,,,"[FF0000]Blazing hot salsa[-] crafted in the [8B0000]Asylum's kitchen[-]. The [FFAA00]volcanic heat[-] burns hotter than [AA0000]molotov flames[-], testing [00FF00]pain tolerance[-].\n\n[AAAAAA]Crafted in: Cutting Board[-]"
foodSVETGSoyBeanPaste,,,[8B4513]Asylum Soybean Paste[-]
foodSVETGSoyBeanPasteDesc,,,[8B4513]Fermented soybean paste[-] aged in the [8B0000]Asylum's cellar[-]. The [FFAA00]umami-rich condiment[-] adds [AA0000]depth and flavor[-] to [00FF00]Asian dishes[-].\n\n[AAAAAA]Crafted in: Cutting Board[-]
foodSVETGSoyGlazedRoastPork,,,[8B4513]Asylum Soy-Glazed Pork[-]
foodSVETGSoyGlazedRoastPorkDesc,,,[8B4513]Tender roast pork[-] glazed in the [8B0000]Asylum's kitchen[-]. The [FFAA00]sweet-savory coating[-] and [AA0000]succulent meat[-] create [00FF00]Asian perfection[-].\n\n[AAAAAA]Crafted in: Stove[-]
foodSVETGSoySauce,,,[8B4513]Asylum Soy Sauce[-]
foodSVETGSoySauceDesc,,,"[8B4513]Dark, fermented sauce[-] aged in the [8B0000]Asylum's cellars[-]. The [FFAA00]deep umami flavor[-] carries [AA0000]secrets of time[-] and [00FF00]patient dedication[-].\n\n[AAAAAA]Crafted in: Cutting Board[-]"
foodSVETGStirFry,,,[8B4513]Asylum Stir-Fry[-]
foodSVETGStirFryDesc,,,[8B4513]Quick-cooked meat and vegetables[-] prepared in the [8B0000]Asylum's wok[-]. The [FFAA00]sizzling flavors[-] and [AA0000]tender textures[-] create [00FF00]harmony in chaos[-].\n\n[AAAAAA]Crafted in: Stove[-]
foodSVETGSushi,,,[FF8C69]Asylum Sushi[-]
foodSVETGSushiDesc,,,[FF8C69]Artfully crafted sushi[-] prepared in the [8B0000]Asylum's kitchen[-]. The [FFAA00]fresh fish[-] and [AA0000]perfect rice[-] create [00FF00]moments of zen[-] in chaos.\n\n[AAAAAA]Crafted in: Cutting Board[-]
foodSVETGTofu,,,[F5F5DC]Asylum Tofu[-]
foodSVETGTofuBurger,,,[F5DEB3]Asylum Tofu Burger[-]
foodSVETGTofuBurgerDesc,,,[F5DEB3]Plant-based burger[-] crafted in the [8B0000]Asylum's kitchen[-]. The [FFAA00]seasoned tofu[-] provides [AA0000]healthy sustenance[-] for [00FF00]vegetarian patients[-].\n\n[AAAAAA]Crafted in: Stove[-]
foodSVETGTofuDesc,,,[F5F5DC]Fresh tofu[-] made in the [8B0000]Asylum's kitchen[-]. The [FFAA00]protein-rich block[-] provides [AA0000]healthy sustenance[-] for [00FF00]vegetarian patients[-].\n\n[AAAAAA]Crafted in: Cutting Board[-]
foodSVETGTomatoSauce,,,[FF6347]Asylum Tomato Sauce[-]
foodSVETGTomatoSauceDesc,,,[FF6347]Rich tomato sauce[-] simmered in the [8B0000]Asylum's kitchen[-]. The [FFAA00]smooth texture[-] and [AA0000]deep flavor[-] make it [00FF00]perfect for pasta[-].\n\n[AAAAAA]Crafted in: Cutting Board[-]
foodSVETGTomatoSlices,,,[FF6347]Asylum Tomato Slices[-]
foodSVETGTomatoSlicesDesc,,,[FF6347]Fresh tomato slices[-] cut in the [8B0000]Asylum's kitchen[-]. The [FFAA00]juicy slices[-] add [AA0000]vibrant color[-] and [00FF00]fresh flavor[-] to any dish.\n\n[AAAAAA]Crafted in: Cutting Board[-]
foodSVETGTomatoSoup,,,[FF6347]Asylum Tomato Soup[-]
foodSVETGTomatoSoupDesc,,,"[FF6347]Smooth, warming soup[-] simmered in the [8B0000]Asylum's kitchen[-]. The [FFAA00]rich tomato flavor[-] provides [AA0000]comfort[-] to [00FF00]troubled souls[-] on cold nights.\n\n[AAAAAA]Crafted in: Stove[-]"
foodSVETGTurkishDelight,,,[FFB6C1]Asylum Turkish Delight[-]
foodSVETGTurkishDelightDesc,,,[FFB6C1]Sweet confection[-] crafted in the [8B0000]Asylum's kitchen[-]. The [FFAA00]rosewater flavor[-] and [AA0000]powdered sugar[-] transport you to [00FF00]Ottoman palaces[-].\n\n[AAAAAA]Crafted in: Cutting Board[-]
harvestToolsScrap,,,Scrap Tools
harvestToolsTitanium,,,Titanium Tools
ingredient,,,Ingredients
lblCategoryBasicAlcohol,,,Basic Alcohol
lblCategoryBasicFood,,,Basic Dishes
lblCategoryCocktails,,,Cocktails
lblCategoryComplexFood,,,Complex Dishes
lblCategoryGourmetFood,,,Gourmet Dishes
lblCategoryJuice,,,Basic Drinks
lblCategoryProcessedFood,,,Processed Ingredients
lblCategoryRawFood,,,Raw Ingredients
lblCategorySVETGResources,,,Organic Resources
lblContextCraftCount,,,Quantity
lblaluminium,,,Aluminium
lblchromium,,,Uranium
lblcobalt,,,Cobalt
lblcopper,,,Copper
lbllithium,,,Lithium
lblquartz,,,Quartz
lbltitanium,,,Titanium
lblzinc,,,Zinc
machineToolsSkillMagazine,,,Machine Tools Manual
machineToolsSkillMagazineDesc,,,"In this series, you will learn everything you need to become a master craftsman in machine tools."
machinetoolsT1-1,,,Category 1: Advanced Bellows
machinetoolsT2-1,,,Category 2: Anvil
machinetoolsT3-1,,,Category 3: Stone Grinder
machinetoolsT4-1,,,Category 4: Crucible
machinetoolsT5-1,,,Category 5: Set of Tongs
meleeToolAllTitaniumParts,,,[DCDCDC]Titanium Tool Parts[FFFFFF] - [8B0000]Asylum's Legacy[FFFFFF]
meleeToolAllTitaniumPartsDesc,,,[F5F5DC]Precision-crafted components[FFFFFF] from the asylum's [8B0000]advanced workshops[FFFFFF]. These [DCDCDC]titanium parts[FFFFFF] represent the [D2691E]pinnacle of engineering[FFFFFF] achieved before the facility's [990000]final collapse[FFFFFF]. Each piece carries the [CD853F]weight of perfection[FFFFFF] and the [8B0000]promise of tools[FFFFFF] that will [DCDCDC]outlast civilization itself[FFFFFF].
meleeToolAxeT0ScrapAxe,,,Scrap Axe
meleeToolAxeT0ScrapAxeDesc,,,"[8B4513]Brutal and unforgiving[FFFFFF], this [D2691E]scrap axe[FFFFFF] was forged from the [8B0000]asylum's broken barriers[FFFFFF] and [990000]shattered security doors[FFFFFF]. Its [CD853F]jagged edge[FFFFFF] has tasted both [8B4513]wood and bone[FFFFFF], carrying the [A0522D]violent history[FFFFFF] of those who fought to [8B0000]break free[FFFFFF] from the facility's [B8860B]suffocating embrace[FFFFFF]."
meleeToolAxeT2TitaniumAxe,,,Titanium Axe
meleeToolAxeT2TitaniumAxeDesc,,,"[DCDCDC]Forged in the asylum's[FFFFFF] [8B0000]deepest furnaces[FFFFFF], this [DCDCDC]titanium axe[FFFFFF] represents the [D2691E]pinnacle of survival engineering[FFFFFF]. Its [F5F5DC]lightweight perfection[FFFFFF] cuts through [8B4513]wood and bone[FFFFFF] with [990000]surgical precision[FFFFFF], embodying the [CD853F]cold efficiency[FFFFFF] that once defined the facility's [8B0000]most advanced experiments[FFFFFF]."
meleeToolPickT0ScrapPickaxe,,,Scrap Pickaxe
meleeToolPickT0ScrapPickaxeDesc,,,"[8B4513]Cobbled together[FFFFFF] from the [8B0000]asylum's wreckage[FFFFFF], this [D2691E]makeshift pickaxe[FFFFFF] bears the [990000]scars of desperation[FFFFFF]. Forged from [CD853F]twisted metal[FFFFFF] and [A0522D]broken dreams[FFFFFF], it may lack elegance but carries the [8B0000]relentless spirit[FFFFFF] of those who [990000]refuse to surrender[FFFFFF] to the asylum's [B8860B]endless darkness[FFFFFF]."
meleeToolPickT2TitaniumPickaxe,,,Titanium Pickaxe
meleeToolPickT2TitaniumPickaxeDesc,,,"[DCDCDC]The asylum's ultimate excavation tool[FFFFFF] - a [DCDCDC]titanium pickaxe[FFFFFF] that pierces through [D2691E]stone and metal[FFFFFF] like a [8B0000]scalpel through flesh[FFFFFF]. Its [F5F5DC]impossibly light frame[FFFFFF] belies its [990000]devastating power[FFFFFF], designed to [CD853F]unearth the deepest secrets[FFFFFF] buried beneath the facility's [8B0000]cursed foundations[FFFFFF]."
meleeToolPickT3AugerDesc,,,"With the Auger, you'll be the envy of miners, especially when they see your efficiency in drilling metals. Although it’s great for metals, it’s not as efficient for breaking stones."
meleeToolShovelT0ScrapShovel,,,Scrap Shovel
meleeToolShovelT0ScrapShovelDesc,,,"[8B4513]Salvaged from the ruins[FFFFFF] of the [8B0000]asylum's courtyard[FFFFFF], this [D2691E]crude shovel[FFFFFF] has dug through [990000]unmarked graves[FFFFFF] and [CD853F]forgotten burial sites[FFFFFF]. Each scrape against earth echoes with the [A0522D]whispers of the buried[FFFFFF], yet it serves those who must [8B0000]excavate survival[FFFFFF] from the [B8860B]ashes of civilization[FFFFFF]."
meleeToolShovelT2TitaniumShovel,,,Titanium Shovel
meleeToolShovelT2TitaniumShovelDesc,,,"[DCDCDC]Engineered for the asylum's[FFFFFF] [8B0000]most demanding excavations[FFFFFF], this [DCDCDC]titanium shovel[FFFFFF] combines [F5F5DC]ethereal lightness[FFFFFF] with [990000]unbreakable resolve[FFFFFF]. It carves through [D2691E]earth and stone[FFFFFF] as easily as it once dug [A0522D]mass graves[FFFFFF], a tool built to [8B0000]outlast the apocalypse[FFFFFF] and [CD853F]witness the end of all things[FFFFFF]."
meleeWpnSledgeT1IronSledgehammerDesc,,,"[8B4513]Brutal instrument[FFFFFF] of the asylum's [8B0000]enforcement division[FFFFFF] - this [D2691E]iron sledgehammer[FFFFFF] has [FF6B6B]cracked countless skulls[FFFFFF] in the facility's [A0522D]darkest corridors[FFFFFF]. Its [D2691E]heavy head[FFFFFF] carries the [990000]weight of violence[FFFFFF] and [8B0000]institutional brutality[FFFFFF].\n\nWhen brought to the forge, its [FF4500]presence accelerates[FFFFFF] the [CD853F]metalworking process[FFFFFF], as if the tool's [8B0000]violent history[FFFFFF] somehow [FF6B6B]energizes the flames[FFFFFF]."
oreBauxiteBoulder,,,Bauxite Ore Boulder
oreChromiteBoulder,,,Uranium Ore Boulder
oreCobaltBoulder,,,Cobalt Ore Boulder
oreCopperBoulder,,,Copper Boulder
oreLithiumBoulder,,,Lithium Ore
oreQuartzBoulder,,,Quartz Ore Boulder
oreTitaniumBoulder,,,Titanium Ore
oreZincBoulder,,,Zinc Ore Boulder
perkHellRaiser,,,[FF4444]Hell Raiser[-] [FFAA00](choose carefully)[-]
perkHellRaiserDesc,,,Do you dare to awaken the [AA0000]darkness[-] that lurks within the [8B0000]Asylum's cursed halls[-]?
perkHellRaiserRank1Desc,,,[FFCCCC]First whispers of madness?[-]
perkHellRaiserRank1LongDesc,,,The [8B0000]Asylum's shadows[-] begin to stir. You've opened the first door to [FF0000]hell[-]. [FFAA00]Raise gamestage by 100.[-]
perkHellRaiserRank2Desc,,,[FF9999]Echoes of torment?[-]
perkHellRaiserRank2LongDesc,,,The [AA0000]screams[-] of past patients grow louder in your mind. Their [8B0000]suffering[-] calls to you. [FFAA00]Raise gamestage an additional 100.[-]
perkHellRaiserRank3Desc,,,[FF6666]Embracing the nightmare[-]
perkHellRaiserRank3LongDesc,,,You've walked deeper into the [8B0000]Asylum's heart of darkness[-]. There's [FF0000]no turning back[-] now. [FFAA00]Raise gamestage by an additional 100.[-]
perkHellRaiserRank4Desc,,,[FF3333]Dancing with demons[-]
perkHellRaiserRank4LongDesc,,,The [AA0000]malevolent spirits[-] of the [8B0000]Asylum[-] have taken notice. Are you prepared for their [FF0000]wrath[-]? [FF6600]Raise gamestage by an additional 1000.[-]
perkHellRaiserRank5Desc,,,[FF0000]Master of mayhem[-]
perkHellRaiserRank5LongDesc,,,"You've become one with the [8B0000]Asylum's evil[-]. [FF0000]This could destroy you, Choose carefully!![-] [FF6600]Raise gamestage another 1000.[-]"
plantedSVETGCabbageHarvestDesc,,,Cabbage Plant
plantedSVETGMintHarvestDesc,,,Mint Plant
plantedSVETGOnionHarvestDesc,,,Onion Plant
plantedSVETGPaprikaHarvestDesc,,,Bell Pepper Plant
plantedSVETGPineappleHarvestDesc,,,Pineapple Plant
plantedSVETGRedChilliesHarvestDesc,,,Red Chilli Plant
plantedSVETGRiceHarvestDesc,,,Rice Plant
plantedSVETGSoyBeanHarvestDesc,,,Soybean Plant
plantedSVETGTomatoHarvestDesc,,,Tomato Plant
questRewardLegendaryTitaniumToolsCraftingBundle,,,[FFD700]Legendary Asylum Arsenal[FFFFFF] - [8B0000]Ultimate Titanium Cache[FFFFFF]
questRewardTitaniumToolsCraftingBundle,,,[DCDCDC]Asylum's Tool Cache[FFFFFF] - [8B0000]Titanium Bundle[FFFFFF]
resourceAluminiumDesc,,,"A lightweight and strong metal, extracted from bauxite after a refining process in forges. Widely used in the manufacture of tools, structures, and technological components due to its durability and lightness. Essential for advanced creations and a valuable resource for survivors looking to improve their constructions and equipment."
resourceBauxiteOre,,,Bauxite Ore
resourceBauxiteOreBundle,,,Bauxite Ore Bundle
resourceBauxiteOreBundleDesc,,,A compact pile of bauxite. Use this item to open and unpack.
resourceBauxiteOreDesc,,,"[CD853F]Clay-like deposits[FFFFFF] that cling to the [8B0000]asylum's desert perimeter[FFFFFF] like [A0522D]dried blood[FFFFFF] on [D2691E]weathered bones[FFFFFF]. This [D2691E]rust-colored ore[FFFFFF] holds the [DCDCDC]essence of aluminum[FFFFFF] within its [8B4513]earthen embrace[FFFFFF]. The [CD853F]mineral's texture[FFFFFF] feels disturbingly [990000]organic[FFFFFF], as if the [B8860B]desert itself[FFFFFF] remembers the [8B0000]suffering[FFFFFF] that once occurred here."
resourceChromiumOre,,,Uranium Ore
resourceChromiumOreBundle,,,Uranium Ore Pile
resourceChromiumOreDesc,,,"[B8860B]Radioactive deposits[FFFFFF] from the [8B0000]wasteland's contaminated core[FFFFFF], this [CD853F]uranium ore[FFFFFF] pulses with [990000]nuclear energy[FFFFFF]. Its [DCDCDC]metallic surface[FFFFFF] reflects the [8B4513]atomic devastation[FFFFFF] that once [8B0000]scorched the earth[FFFFFF]. This [D2691E]volatile resource[FFFFFF] holds the [A0522D]power of the atom[FFFFFF] through the [990000]radioactive wasteland[FFFFFF]."
resourceCobaltOre,,,Cobalt Ore
resourceCobaltOreBundle,,,Cobalt Ore Bundle
resourceCobaltOreBundleDesc,,,A compact pile of cobalt. Use this item to open and unpack.
resourceCobaltOreDesc,,,"[4169E1]Frozen tears[FFFFFF] of the asylum's [8B0000]winter victims[FFFFFF], these [6495ED]cobalt deposits[FFFFFF] gleam with an [87CEEB]otherworldly blue[FFFFFF] that seems to [8B4513]pulse with trapped souls[FFFFFF]. Found in the [E6E6FA]snow-covered grounds[FFFFFF] where the [8B0000]coldest experiments[FFFFFF] once took place, this [4682B4]rare metal[FFFFFF] holds the [A0522D]memories[FFFFFF] of those who [990000]never felt warmth again[FFFFFF]."
resourceCompost,,,[8B4513]Asylum Compost[-]
resourceCompostDesc,,,[8B4513]Rich compost[-] from the [8B0000]Asylum's gardens[-]. The [FFAA00]decomposed matter[-] enriches [AA0000]soil[-] for [00FF00]bountiful harvests[-].\n\n[AAAAAA]Crafted in: Composter[-]
resourceCopperOre,,,Copper Ore
resourceCopperOreBundle,,,Copper Ore Bundle
resourceCopperOreBundleDesc,,,A compact pile of copper. Use this item to open and unpack.
resourceCopperOreDesc,,,"[FF6B6B]Blood-red veins[FFFFFF] of copper ore snake through the [8B0000]asylum's foundation[FFFFFF], their [CC4444]crimson gleam[FFFFFF] reminiscent of the [990000]arterial networks[FFFFFF] that once pulsed through the facility's [666666]condemned walls[FFFFFF]. This [FF4444]vital metal[FFFFFF] conducts more than electricity - it carries the [8B0000]whispered secrets[FFFFFF] of the asylum's [444444]dark past[FFFFFF]."
resourceForgedAluminium,,,Forged Aluminium Ingot
resourceForgedAluminiumDesc,,,"A solid and silvery aluminium ingot, known for its lightness and resistance to corrosion. Made from refined aluminium, this ingot is a versatile choice for various applications, from precision components to high-tech items. Its polished finish and characteristic shine make it ideal for projects requiring a modern, clean material. Aluminium ingots are essential for those seeking a balance between durability and lightness in their materials."
resourceForgedChromium,,,Enriched Uranium
resourceForgedChromiumDesc,,,"[B8860B]Refined in the wasteland's[FFFFFF] [FF4500]nuclear furnaces[FFFFFF], this [CD853F]uranium ingot[FFFFFF] represents the [8B0000]pinnacle of atomic power[FFFFFF]. Enriched through [990000]radioactive heat[FFFFFF] and [8B4513]nuclear precision[FFFFFF], it bears the [DCDCDC]deadly glow[FFFFFF] of the wasteland's [8B0000]most dangerous materials[FFFFFF]. This [D2691E]volatile metal[FFFFFF] stands as a [A0522D]monument to destruction[FFFFFF] in a world of [990000]atomic decay[FFFFFF]."
resourceForgedCobalt,,,Cobalt Ingot
resourceForgedCobaltDesc,,,"Forged Cobalt is a refined form of cobalt metal, obtained through a heating and forging process. This material is highly resistant and durable, making it ideal for creating advanced metal alloys, high-strength components, and specialized tools. Its robust structure and magnetic properties make forged cobalt an essential resource in technological and military industries, as well as in the manufacture of high-efficiency batteries and aerospace components."
resourceForgedCopper,,,Forged Copper
resourceForgedCopperDesc,,,"Forged Copper is a refined form of copper metal, obtained through a process of heating and shaping in a forge. This material is highly versatile and durable, ideal for manufacturing electronic components, plumbing, and tools. Its excellent electrical conductivity and corrosion resistance make forged copper an essential resource in various industries."
resourceForgedIron,,,Forged Iron
resourceForgedLithium,,,Lithium Ingot
resourceForgedLithiumDesc,,,"Lithium Ingot is a refined form of lithium metal, obtained through a heating and forging process. This material is highly versatile and durable, ideal for manufacturing electronic components and rechargeable batteries. Its conductivity and casting properties make forged lithium an essential resource in various industries."
resourceForgedSilicate,,,[F5F5DC]Forged Silicate Ingot[FFFFFF] - [8B0000]Asylum's Foundation[FFFFFF]
resourceForgedSilicateDesc,,,"[F5F5DC]Crystallized essence[FFFFFF] of the asylum's [8B0000]structural integrity[FFFFFF] - this [E6E6FA]forged silicate[FFFFFF] represents the [D2691E]backbone of fortification[FFFFFF]. Born from the [FF4500]fusion of earth and fire[FFFFFF], it carries the [8B4513]memories of walls[FFFFFF] that once [990000]contained unspeakable horrors[FFFFFF]. Essential for creating [CD853F]reinforced barriers[FFFFFF] and [B8860B]high-performance tools[FFFFFF] that can [8B0000]withstand the apocalypse[FFFFFF]."
resourceForgedSteel,,,Forged Steel
resourceForgedTitanium,,,Forged Titanium Ingot
resourceForgedTitaniumDesc,,,"[C0C0C0]The asylum's masterwork[FFFFFF] - [DCDCDC]forged titanium[FFFFFF] refined in the [FF4500]hellish furnaces[FFFFFF] of the facility's [8B0000]deepest laboratories[FFFFFF]. This [F5F5DC]impossibly light metal[FFFFFF] carries the [666666]memories of fallen angels[FFFFFF], its [C0C0C0]pristine surface[FFFFFF] unmarked by the [990000]corruption[FFFFFF] that consumed everything else. The [444444]ultimate material[FFFFFF] for those who seek to [8B0000]transcend mortality[FFFFFF]."
resourceForgedZinc,,,Forged Zinc
resourceForgedZincDesc,,,"Forged Zinc is a refined form of zinc metal, obtained through a process of heating and shaping in a forge. This material is highly versatile and durable, ideal for manufacturing industrial components, corrosion protection, and metal alloys. Its corrosion resistance and casting properties make forged zinc an essential resource in various industries."
resourceIronOre,,,Iron Ore
resourceIronOreBundle,,,Iron Ore Bundle
resourceIronOreBundleDesc,,,A compact bundle of iron. Use this item to open and unpack.
resourceIronOreDesc,,,"An essential resource for survival and construction in the post-apocalyptic world. Iron ore is a raw material found in large underground deposits and on the surface. Once refined in the forge, iron becomes the foundation for a wide range of tools, weapons, and robust structures, making it indispensable for any survivor seeking fortification and protection."
resourceLeadOre,,,Lead Ore
resourceLeadOreBundle,,,Lead Ore Bundle
resourceLeadOreBundleDesc,,,A compact bundle of lead. Use this item to open and unpack.
resourceLeadOreDesc,,,"A heavy and dense ore widely used in the manufacture of ammunition and other industrial components.\n\nIts extraction is vital for crafting bullets and corrosion-resistant products. While not the rarest of metals, its presence in large quantities is critical for survival in a hostile environment. It can be found in both underground deposits and surface rock formations."
resourceLithiumOre,,,Lithium Ore
resourceLithiumOreBundle,,,Lithium Ore Stack
resourceLithiumOreBundleDesc,,,A compact stack of lithium. Use this item to open and unpack.
resourceLithiumOreDesc,,,A lightweight and white metallic ore used in rechargeable batteries and electronic products. Lithium is essential for the renewable energy industry and is considered a critical resource.
resourceQuartzOre,,,Quartz Ore
resourceQuartzOreBundle,,,Quartz Ore Bundle
resourceQuartzOreBundleDesc,,,A compact bundle of quartz. Use this item to open and unpack.
