Key,File,Type,UsedInMainMenu,NoTranslate,english
asylumBehemoth,entities,Zombie,,,"[CC7744]Asylum Behemoth[-]"

# Feral Behemoth - Dried Blood MatColor (Brownish Red)
asylumFeralBehemoth,entities,Zombie,,,"[BB6633]Feral Asylum Behemoth[-]"

# Radiated Behemoth - Radiated MatColor (Sickly Green)
asylumBehemothRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Behemoth[-]"

# Infernal Behemoth - Infernal MatColor (Dark Red)
asylumBehemothInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Behemoth[-]"

# Charged Behemoth - Charged MatColor (Electric Blue)
asylumBehemothCharged,entities,Zombie,,,"[4488CC]Charged Asylum Behemoth[-]"

# Cursed Behemoth - Cursed MatColor (Dark Purple)
asylumBehemothCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Behemoth[-]"

# Alpha Behemoth - Alpha MatColor (Bright Gold)
asylumBehemothAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Behemoth[-]"

# ========================================
# LOLLY ENTITY SERIES
# ========================================

# Normal Lolly - No MatColor (Muted Orange)
asylumLolly,entities,Zombie,,,"[CC7744]Asylum Lollybob[-]"

# Feral Lolly - Dried Blood MatColor (Brownish Red)
asylumFeralLolly,entities,Zombie,,,"[BB6633]Feral Asylum Lollybob[-]"

# Radiated Lolly - Radiated MatColor (Sickly Green)
asylumLollyRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Lollybob[-]"

# Infernal Lolly - Infernal MatColor (Dark Red)
asylumLollyInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Lollybob[-]"

# Charged Lolly - Charged MatColor (Electric Blue)
asylumLollyCharged,entities,Zombie,,,"[4488CC]Charged Asylum Lollybob[-]"

# Cursed Lolly - Cursed MatColor (Dark Purple)
asylumLollyCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Lollybob[-]"

# Alpha Lolly - Alpha MatColor (Bright Gold)
asylumLollyAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Lollybob[-]"

# ========================================
# PSYCHIATRIST ENTITY SERIES
# ========================================

# Normal Psychiatrist - No MatColor (Muted Orange)
asylumPsychiatrist,entities,Zombie,,,"[CC7744]Asylum Psychiatrist[-]"

# Feral Psychiatrist - Dried Blood MatColor (Brownish Red)
asylumFeralPsychiatrist,entities,Zombie,,,"[BB6633]Feral Asylum Psychiatrist[-]"

# Radiated Psychiatrist - Radiated MatColor (Sickly Green)
asylumPsychiatristRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Psychiatrist[-]"

# Infernal Psychiatrist - Infernal MatColor (Dark Red)
asylumPsychiatristInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Psychiatrist[-]"

# Charged Psychiatrist - Charged MatColor (Electric Blue)
asylumPsychiatristCharged,entities,Zombie,,,"[4488CC]Charged Asylum Psychiatrist[-]"

# Cursed Psychiatrist - Cursed MatColor (Dark Purple)
asylumPsychiatristCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Psychiatrist[-]"

# Alpha Psychiatrist - Alpha MatColor (Bright Gold)
asylumPsychiatristAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Psychiatrist[-]"

# ========================================
# JESTER ENTITY SERIES
# ========================================

# Normal Jester - No MatColor (Muted Orange)
asylumJester,entities,Zombie,,,"[CC7744]Asylum Jester[-]"

# Feral Jester - Dried Blood MatColor (Brownish Red)
asylumFeralJester,entities,Zombie,,,"[BB6633]Feral Asylum Jester[-]"

# Radiated Jester - Radiated MatColor (Sickly Green)
asylumJesterRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Jester[-]"

# Infernal Jester - Infernal MatColor (Dark Red)
asylumJesterInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Jester[-]"

# Charged Jester - Charged MatColor (Electric Blue)
asylumJesterCharged,entities,Zombie,,,"[4488CC]Charged Asylum Jester[-]"

# Cursed Jester - Cursed MatColor (Dark Purple)
asylumJesterCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Jester[-]"

# Alpha Jester - Alpha MatColor (Bright Gold)
asylumJesterAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Jester[-]"

# ========================================
# MANIAC ENTITY SERIES
# ========================================

# Normal Maniac - No MatColor (Muted Orange)
asylumManiac,entities,Zombie,,,"[CC7744]Asylum Maniac[-]"

# Feral Maniac - Dried Blood MatColor (Brownish Red)
asylumFeralManiac,entities,Zombie,,,"[BB6633]Feral Asylum Maniac[-]"

# Radiated Maniac - Radiated MatColor (Sickly Green)
asylumManiacRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Maniac[-]"

# Infernal Maniac - Infernal MatColor (Dark Red)
asylumManiacInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Maniac[-]"

# Charged Maniac - Charged MatColor (Electric Blue)
asylumManiacCharged,entities,Zombie,,,"[4488CC]Charged Asylum Maniac[-]"

# Cursed Maniac - Cursed MatColor (Dark Purple)
asylumManiacCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Maniac[-]"

# Alpha Maniac - Alpha MatColor (Bright Gold)
asylumManiacAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Maniac[-]"

# ========================================
# MANIAC GIRL ENTITY SERIES
# ========================================

# Normal Maniac Girl - No MatColor (Muted Orange)
asylumManiacGirl,entities,Zombie,,,"[CC7744]Asylum Maniac Girl[-]"

# Feral Maniac Girl - Yellow MatColor (Darker Orange)
asylumFeralManiacGirl,entities,Zombie,,,"[BB6633]Feral Asylum Maniac Girl[-]"

# Radiated Maniac Girl - Green MatColor (Sickly Green)
asylumManiacGirlRadiated,entities,Zombie,,,"[66AA44]Radiated Asylum Maniac Girl[-]"

# Infernal Maniac Girl - Orange-red MatColor (Dark Red-Orange)
asylumManiacGirlInfernal,entities,Zombie,,,"[AA4422]Infernal Asylum Maniac Girl[-]"

# Charged Maniac Girl - Blue MatColor (Steel Blue)
asylumManiacGirlCharged,entities,Zombie,,,"[4477AA]Charged Asylum Maniac Girl[-]"

# Cursed Maniac Girl - Purple MatColor (Dark Purple)
asylumManiacGirlCursed,entities,Zombie,,,"[774499]Cursed Asylum Maniac Girl[-]"

# Alpha Maniac Girl - Red MatColor (Blood Red)
asylumManiacGirlAlpha,entities,Zombie,,,"[AA3333]Alpha Asylum Maniac Girl[-]"

# ========================================
# LIL PALE GIRL ENTITY SERIES
# ========================================

# Normal Lil Pale Girl - No MatColor (Muted Orange)
asylumLilPaleGirl,entities,Zombie,,,"[CC7744]Asylum Lil Pale Girl[-]"

# Feral Lil Pale Girl - Yellow MatColor (Darker Orange)
asylumFeralLilPaleGirl,entities,Zombie,,,"[BB6633]Feral Asylum Lil Pale Girl[-]"

# Radiated Lil Pale Girl - Green MatColor (Sickly Green)
asylumLilPaleGirlRadiated,entities,Zombie,,,"[66AA44]Radiated Asylum Lil Pale Girl[-]"

# Infernal Lil Pale Girl - Orange-red MatColor (Dark Red-Orange)
asylumLilPaleGirlInfernal,entities,Zombie,,,"[AA4422]Infernal Asylum Lil Pale Girl[-]"

# Charged Lil Pale Girl - Blue MatColor (Steel Blue)
asylumLilPaleGirlCharged,entities,Zombie,,,"[4477AA]Charged Asylum Lil Pale Girl[-]"

# Cursed Lil Pale Girl - Purple MatColor (Dark Purple)
asylumLilPaleGirlCursed,entities,Zombie,,,"[774499]Cursed Asylum Lil Pale Girl[-]"

# Alpha Lil Pale Girl - Red MatColor (Blood Red)
asylumLilPaleGirlAlpha,entities,Zombie,,,"[AA3333]Alpha Asylum Lil Pale Girl[-]"

# ========================================
# TWISTY THE CLOWN ENTITY SERIES
# ========================================

# Normal Twisty The Clown - No MatColor (Muted Orange)
asylumTwistyTheClown,entities,Zombie,,,"[CC7744]Asylum Twisty The Clown[-]"

# Feral Twisty The Clown - Yellow MatColor (Darker Orange)
asylumFeralTwistyTheClown,entities,Zombie,,,"[BB6633]Feral Asylum Twisty The Clown[-]"

# Radiated Twisty The Clown - Green MatColor (Sickly Green)
asylumTwistyTheClownRadiated,entities,Zombie,,,"[66AA44]Radiated Asylum Twisty The Clown[-]"

# Infernal Twisty The Clown - Orange-red MatColor (Dark Red-Orange)
asylumTwistyTheClownInfernal,entities,Zombie,,,"[AA4422]Infernal Asylum Twisty The Clown[-]"

# Charged Twisty The Clown - Blue MatColor (Steel Blue)
asylumTwistyTheClownCharged,entities,Zombie,,,"[4477AA]Charged Asylum Twisty The Clown[-]"

# Cursed Twisty The Clown - Purple MatColor (Dark Purple)
asylumTwistyTheClownCursed,entities,Zombie,,,"[774499]Cursed Asylum Twisty The Clown[-]"

# Alpha Twisty The Clown - Red MatColor (Blood Red)
asylumTwistyTheClownAlpha,entities,Zombie,,,"[AA3333]Alpha Asylum Twisty The Clown[-]"

# ========================================
# REGAN ENTITY SERIES
# ========================================

# Normal Regan - No MatColor (Muted Orange)
asylumRegan,entities,Zombie,,,"[CC7744]Asylum Regan[-]"

# Feral Regan - Yellow MatColor (Darker Orange)
asylumFeralRegan,entities,Zombie,,,"[BB6633]Feral Asylum Regan[-]"

# Radiated Regan - Green MatColor (Sickly Green)
asylumReganRadiated,entities,Zombie,,,"[66AA44]Radiated Asylum Regan[-]"

# Infernal Regan - Orange-red MatColor (Dark Red-Orange)
asylumReganInfernal,entities,Zombie,,,"[AA4422]Infernal Asylum Regan[-]"

# Charged Regan - Blue MatColor (Steel Blue)
asylumReganCharged,entities,Zombie,,,"[4477AA]Charged Asylum Regan[-]"

# Cursed Regan - Purple MatColor (Dark Purple)
asylumReganCursed,entities,Zombie,,,"[774499]Cursed Asylum Regan[-]"

# Alpha Regan - Red MatColor (Blood Red)
asylumReganAlpha,entities,Zombie,,,"[AA3333]Alpha Asylum Regan[-]"

# ========================================
# RATTLER ENTITY SERIES
# ========================================

# Normal Rattler - No MatColor (Muted Orange)
asylumRattler,entities,Zombie,,,"[CC7744]Asylum Rattler[-]"

# Feral Rattler - Dried Blood MatColor (Brownish Red)
asylumFeralRattler,entities,Zombie,,,"[BB6633]Feral Asylum Rattler[-]"

# Radiated Rattler - Radiated MatColor (Sickly Green)
asylumRattlerRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Rattler[-]"

# Infernal Rattler - Infernal MatColor (Dark Red)
asylumRattlerInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Rattler[-]"

# Charged Rattler - Charged MatColor (Electric Blue)
asylumRattlerCharged,entities,Zombie,,,"[4488CC]Charged Asylum Rattler[-]"

# Cursed Rattler - Cursed MatColor (Dark Purple)
asylumRattlerCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Rattler[-]"

# Alpha Rattler - Alpha MatColor (Bright Gold)
asylumRattlerAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Rattler[-]"

# ========================================
# NURSE ENTITY SERIES
# ========================================

# Normal Nurse - No MatColor (Muted Orange)
asylumNurse,entities,Zombie,,,"[CC7744]Asylum Nurse[-]"

# Feral Nurse - Dried Blood MatColor (Brownish Red)
asylumFeralNurse,entities,Zombie,,,"[BB6633]Feral Asylum Nurse[-]"

# Radiated Nurse - Radiated MatColor (Sickly Green)
asylumNurseRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Nurse[-]"

# Infernal Nurse - Infernal MatColor (Dark Red)
asylumNurseInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Nurse[-]"

# Charged Nurse - Charged MatColor (Electric Blue)
asylumNurseCharged,entities,Zombie,,,"[4488CC]Charged Asylum Nurse[-]"

# Cursed Nurse - Cursed MatColor (Dark Purple)
asylumNurseCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Nurse[-]"

# Alpha Nurse - Alpha MatColor (Bright Gold)
asylumNurseAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Nurse[-]"

# ========================================
# DOCTOR ENTITY SERIES
# ========================================

# Normal Doctor - No MatColor (Muted Orange)
asylumDoctor,entities,Zombie,,,"[CC7744]Asylum Doctor[-]"

# Feral Doctor - Dried Blood MatColor (Brownish Red)
asylumFeralDoctor,entities,Zombie,,,"[BB6633]Feral Asylum Doctor[-]"

# Radiated Doctor - Radiated MatColor (Sickly Green)
asylumDoctorRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Doctor[-]"

# Infernal Doctor - Infernal MatColor (Dark Red)
asylumDoctorInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Doctor[-]"

# Charged Doctor - Charged MatColor (Electric Blue)
asylumDoctorCharged,entities,Zombie,,,"[4488CC]Charged Asylum Doctor[-]"

# Cursed Doctor - Cursed MatColor (Dark Purple)
asylumDoctorCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Doctor[-]"

# Alpha Doctor - Alpha MatColor (Bright Gold)
asylumDoctorAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Doctor[-]"

# ========================================
# THUG ENTITY SERIES
# ========================================

# Normal Thug - No MatColor (Muted Orange)
asylumThug,entities,Zombie,,,"[CC7744]Asylum Thug[-]"

# Feral Thug - Dried Blood MatColor (Brownish Red)
asylumFeralThug,entities,Zombie,,,"[BB6633]Feral Asylum Thug[-]"

# Radiated Thug - Radiated MatColor (Sickly Green)
asylumThugRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Thug[-]"

# Infernal Thug - Infernal MatColor (Dark Red)
asylumThugInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Thug[-]"

# Charged Thug - Charged MatColor (Electric Blue)
asylumThugCharged,entities,Zombie,,,"[4488CC]Charged Asylum Thug[-]"

# Cursed Thug - Cursed MatColor (Dark Purple)
asylumThugCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Thug[-]"

# Alpha Thug - Alpha MatColor (Bright Gold)
asylumThugAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Thug[-]"

# ========================================
# COP ENTITY SERIES (SHERIFF)
# ========================================

# Normal Cop - No MatColor (Muted Orange)
asylumCop,entities,Zombie,,,"[CC7744]Asylum Sheriff[-]"

# Feral Cop - Dried Blood MatColor (Brownish Red)
asylumFeralCop,entities,Zombie,,,"[BB6633]Feral Asylum Sheriff[-]"

# Radiated Cop - Radiated MatColor (Sickly Green)
asylumCopRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Sheriff[-]"

# Infernal Cop - Infernal MatColor (Dark Red)
asylumCopInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Sheriff[-]"

# Charged Cop - Charged MatColor (Electric Blue)
asylumCopCharged,entities,Zombie,,,"[4488CC]Charged Asylum Sheriff[-]"

# Cursed Cop - Cursed MatColor (Dark Purple)
asylumCopCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Sheriff[-]"

# Alpha Cop - Alpha MatColor (Bright Gold)
asylumCopAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Sheriff[-]"

# ========================================
# LITCH ENTITY SERIES
# ========================================

# Normal Litch - No MatColor (Muted Orange)
asylumLitch,entities,Zombie,,,"[CC7744]Asylum Lich[-]"

# Feral Litch - Dried Blood MatColor (Brownish Red)
asylumFeralLitch,entities,Zombie,,,"[BB6633]Feral Asylum Lich[-]"

# Radiated Litch - Radiated MatColor (Sickly Green)
asylumLitchRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Lich[-]"

# Infernal Litch - Infernal MatColor (Dark Red)
asylumLitchInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Lich[-]"

# Charged Litch - Charged MatColor (Electric Blue)
asylumLitchCharged,entities,Zombie,,,"[4488CC]Charged Asylum Lich[-]"

# Cursed Litch - Cursed MatColor (Dark Purple)
asylumLitchCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Lich[-]"

# Alpha Litch - Alpha MatColor (Bright Gold)
asylumLitchAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Lich[-]"

# ========================================
# ZOMBIEX ENTITY SERIES
# ========================================

# Normal ZombieX - No MatColor (Muted Orange)
asylumZombiex,entities,Zombie,,,"[CC7744]Asylum Zombie X[-]"

# Feral ZombieX - Dried Blood MatColor (Brownish Red)
asylumFeralZombiex,entities,Zombie,,,"[BB6633]Feral Asylum Zombie X[-]"

# Radiated ZombieX - Radiated MatColor (Sickly Green)
asylumZombiexRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Zombie X[-]"

# Infernal ZombieX - Infernal MatColor (Dark Red)
asylumZombiexInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Zombie X[-]"

# Charged ZombieX - Charged MatColor (Electric Blue)
asylumZombiexCharged,entities,Zombie,,,"[4488CC]Charged Asylum Zombie X[-]"

# Cursed ZombieX - Cursed MatColor (Dark Purple)
asylumZombiexCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Zombie X[-]"

# Alpha ZombieX - Alpha MatColor (Bright Gold)
asylumZombiexAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Zombie X[-]"

# ========================================
# STALKER ENTITY SERIES
# ========================================

# Normal Stalker - No MatColor (Muted Orange)
asylumStalker,entities,Zombie,,,"[CC7744]Asylum Stalker[-]"

# Feral Stalker - Dried Blood MatColor (Brownish Red)
asylumFeralStalker,entities,Zombie,,,"[BB6633]Feral Asylum Stalker[-]"

# Radiated Stalker - Radiated MatColor (Sickly Green)
asylumStalkerRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Stalker[-]"

# Infernal Stalker - Infernal MatColor (Dark Red)
asylumStalkerInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Stalker[-]"

# Charged Stalker - Charged MatColor (Electric Blue)
asylumStalkerCharged,entities,Zombie,,,"[4488CC]Charged Asylum Stalker[-]"

# Cursed Stalker - Cursed MatColor (Dark Purple)
asylumStalkerCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Stalker[-]"

# Alpha Stalker - Alpha MatColor (Bright Gold)
asylumStalkerAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Stalker[-]"

# ========================================
# CLAWS ENTITY SERIES
# ========================================

# Normal Claws - No MatColor (Muted Orange)
asylumClaws,entities,Zombie,,,"[CC7744]Asylum Claws[-]"

# Feral Claws - Dried Blood MatColor (Brownish Red)
asylumFeralClaws,entities,Zombie,,,"[BB6633]Feral Asylum Claws[-]"

# Radiated Claws - Radiated MatColor (Sickly Green)
asylumClawsRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Claws[-]"

# Infernal Claws - Infernal MatColor (Dark Red)
asylumClawsInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Claws[-]"

# Charged Claws - Charged MatColor (Electric Blue)
asylumClawsCharged,entities,Zombie,,,"[4488CC]Charged Asylum Claws[-]"

# Cursed Claws - Cursed MatColor (Dark Purple)
asylumClawsCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Claws[-]"

# Alpha Claws - Alpha MatColor (Bright Gold)
asylumClawsAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Claws[-]"

# ========================================
# ABOMINATION3000X ENTITY SERIES
# ========================================

# Normal Abomination3000X - No MatColor (Muted Orange)
asylumAbomination3000x,entities,Zombie,,,"[CC7744]Asylum Abomination 3000X[-]"

# Feral Abomination3000X - Dried Blood MatColor (Brownish Red)
asylumFeralAbomination3000x,entities,Zombie,,,"[BB6633]Feral Asylum Abomination 3000X[-]"

# Radiated Abomination3000X - Radiated MatColor (Sickly Green)
asylumAbomination3000xRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Abomination 3000X[-]"

# Infernal Abomination3000X - Infernal MatColor (Dark Red)
asylumAbomination3000xInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Abomination 3000X[-]"

# Charged Abomination3000X - Charged MatColor (Electric Blue)
asylumAbomination3000xCharged,entities,Zombie,,,"[4488CC]Charged Asylum Abomination 3000X[-]"

# Cursed Abomination3000X - Cursed MatColor (Dark Purple)
asylumAbomination3000xCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Abomination 3000X[-]"

# Alpha Abomination3000X - Alpha MatColor (Bright Gold)
asylumAbomination3000xAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Abomination 3000X[-]"

# ========================================
# REAPERX ENTITY SERIES
# ========================================

# Normal ReaperX - No MatColor (Muted Orange)
asylumReaperx,entities,Zombie,,,"[CC7744]Asylum Reaper X[-]"

# Feral ReaperX - Dried Blood MatColor (Brownish Red)
asylumFeralReaperx,entities,Zombie,,,"[BB6633]Feral Asylum Reaper X[-]"

# Radiated ReaperX - Radiated MatColor (Sickly Green)
asylumReaperxRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Reaper X[-]"

# Infernal ReaperX - Infernal MatColor (Dark Red)
asylumReaperxInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Reaper X[-]"

# Charged ReaperX - Charged MatColor (Electric Blue)
asylumReaperxCharged,entities,Zombie,,,"[4488CC]Charged Asylum Reaper X[-]"

# Cursed ReaperX - Cursed MatColor (Dark Purple)
asylumReaperxCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Reaper X[-]"

# Alpha ReaperX - Alpha MatColor (Bright Gold)
asylumReaperxAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Reaper X[-]"

# ========================================
# BANE ENTITY SERIES
# ========================================

# Normal Bane - No MatColor (Muted Orange)
asylumBane,entities,Zombie,,,"[CC7744]Asylum Bane[-]"

# Feral Bane - Dried Blood MatColor (Brownish Red)
asylumFeralBane,entities,Zombie,,,"[BB6633]Feral Asylum Bane[-]"

# Radiated Bane - Radiated MatColor (Sickly Green)
asylumBaneRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Bane[-]"

# Infernal Bane - Infernal MatColor (Dark Red)
asylumBaneInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Bane[-]"

# Charged Bane - Charged MatColor (Electric Blue)
asylumBaneCharged,entities,Zombie,,,"[4488CC]Charged Asylum Bane[-]"

# Cursed Bane - Cursed MatColor (Dark Purple)
asylumBaneCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Bane[-]"

# Alpha Bane - Alpha MatColor (Bright Gold)
asylumBaneAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Bane[-]"

# ========================================
# SCYRIS ENTITY SERIES
# ========================================

# Normal Scyris - No MatColor (Muted Orange)
asylumSuccubus,entities,Zombie,,,"[CC7744]Asylum Scyris[-]"

# Feral Scyris - Dried Blood MatColor (Brownish Red)
asylumFeralSuccubus,entities,Zombie,,,"[BB6633]Feral Asylum Scyris[-]"

# Radiated Scyris - Radiated MatColor (Sickly Green)
asylumSuccubusRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Scyris[-]"

# Infernal Scyris - Infernal MatColor (Dark Red)
asylumSuccubusInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Scyris[-]"

# Charged Scyris - Charged MatColor (Electric Blue)
asylumSuccubusCharged,entities,Zombie,,,"[4488CC]Charged Asylum Scyris[-]"

# Cursed Scyris - Cursed MatColor (Dark Purple)
asylumSuccubusCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Scyris[-]"

# Alpha Scyris - Alpha MatColor (Bright Gold)
asylumSuccubusAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Scyris[-]"

# ========================================
# SMILEY ENTITY SERIES
# ========================================

# Normal Smiley - No MatColor (Muted Orange)
asylumSmiley,entities,Zombie,,,"[CC7744]Asylum Smiley[-]"

# Feral Smiley - Dried Blood MatColor (Brownish Red)
asylumFeralSmiley,entities,Zombie,,,"[BB6633]Feral Asylum Smiley[-]"

# Radiated Smiley - Radiated MatColor (Sickly Green)
asylumSmileyRadiated,entities,Zombie,,,"[88CC44]Radiated Asylum Smiley[-]"

# Infernal Smiley - Infernal MatColor (Dark Red)
asylumSmileyInfernal,entities,Zombie,,,"[CC4444]Infernal Asylum Smiley[-]"

# Charged Smiley - Charged MatColor (Electric Blue)
asylumSmileyCharged,entities,Zombie,,,"[4488CC]Charged Asylum Smiley[-]"

# Cursed Smiley - Cursed MatColor (Dark Purple)
asylumSmileyCursed,entities,Zombie,,,"[8844CC]Cursed Asylum Smiley[-]"

# Alpha Smiley - Alpha MatColor (Bright Gold)
asylumSmileyAlpha,entities,Zombie,,,"[FFD700]Alpha Asylum Smiley[-]"

# ========================================
# VANILLA CURSED/ALPHA ZOMBIE LOCALIZATION
# ========================================
# Added by: add_vanilla_cursed_alpha_to_asylum_revised.py

# Vanilla Cursed Tier Zombies - Purple MatColor, GS 500+
zombieArleneCursed,entities,Zombie,,,"[9966FF]Cursed Arlene[-]"
zombieBikerCursed,entities,Zombie,,,"[9966FF]Cursed Biker[-]"
zombieBoeCursed,entities,Zombie,,,"[9966FF]Cursed Boe[-]"
zombieBowlerCursed,entities,Zombie,,,"[9966FF]Cursed Bowler[-]"
zombieBurntCursed,entities,Zombie,,,"[9966FF]Cursed Burnt[-]"
zombieBusinessManCursed,entities,Zombie,,,"[9966FF]Cursed Businessman[-]"
zombieDarleneCursed,entities,Zombie,,,"[9966FF]Cursed Darlene[-]"
zombieDemolitionCursed,entities,Zombie,,,"[9966FF]Cursed Demolition[-]"
zombieFatCopCursed,entities,Zombie,,,"[9966FF]Cursed Fat Cop[-]"
zombieFatHawaiianCursed,entities,Zombie,,,"[9966FF]Cursed Fat Hawaiian[-]"
zombieFemaleFatCursed,entities,Zombie,,,"[9966FF]Cursed Fat Woman[-]"
zombieFrostclawCursed,entities,Zombie,,,"[9966FF]Cursed Frostclaw[-]"
zombieInmateCursed,entities,Zombie,,,"[9966FF]Cursed Inmate[-]"
zombieJanitorCursed,entities,Zombie,,,"[9966FF]Cursed Janitor[-]"
zombieJoeCursed,entities,Zombie,,,"[9966FF]Cursed Joe[-]"
zombieLabCursed,entities,Zombie,,,"[9966FF]Cursed Lab Worker[-]"
zombieLumberjackCursed,entities,Zombie,,,"[9966FF]Cursed Lumberjack[-]"
zombieMaleHazmatCursed,entities,Zombie,,,"[9966FF]Cursed Hazmat Worker[-]"
zombieMarleneCursed,entities,Zombie,,,"[9966FF]Cursed Marlene[-]"
zombieMoeCursed,entities,Zombie,,,"[9966FF]Cursed Moe[-]"
zombieMutatedCursed,entities,Zombie,,,"[9966FF]Cursed Mutated[-]"
zombieNurseCursed,entities,Zombie,,,"[9966FF]Cursed Nurse[-]"
zombiePartyGirlCursed,entities,Zombie,,,"[9966FF]Cursed Party Girl[-]"
zombiePlagueSpitterCursed,entities,Zombie,,,"[9966FF]Cursed Plague Spitter[-]"
zombieScreamerCursed,entities,Zombie,,,"[9966FF]Cursed Screamer[-]"
zombieSkateboarderCursed,entities,Zombie,,,"[9966FF]Cursed Skateboarder[-]"
zombieSoldierCursed,entities,Zombie,,,"[9966FF]Cursed Soldier[-]"
zombieSpiderCursed,entities,Zombie,,,"[9966FF]Cursed Spider[-]"
zombieSteveCrawlerCursed,entities,Zombie,,,"[9966FF]Cursed Steve Crawler[-]"
zombieSteveCursed,entities,Zombie,,,"[9966FF]Cursed Steve[-]"
zombieTomClarkCursed,entities,Zombie,,,"[9966FF]Cursed Tom Clark[-]"
zombieUtilityWorkerCursed,entities,Zombie,,,"[9966FF]Cursed Utility Worker[-]"
zombieWightFeralCursed,entities,Zombie,,,"[9966FF]Cursed Wight Feral[-]"
zombieYoCursed,entities,Zombie,,,"[9966FF]Cursed Yo[-]"

# Vanilla Alpha Tier Zombies - Red MatColor, GS 600+
zombieArleneAlpha,entities,Zombie,,,"[FF3333]Alpha Arlene[-]"
